2, 3558, 1442
3, 3319, 1681
4, 2095, 2905
5, 3329, 1671
6, 3313, 1687
7, 3337, 1663
8, 3558, 1442
9, 1657, 3343
10, 3326, 1674
11, 3343, 1657
12, 3342, 1658
13, 3336, 1664
14, 3357, 1643
15, 3334, 1666
16, 419, 4581
17, 3340, 1660
18, 3561, 1439
19, 3318, 1682
20, 3328, 1672
21, 3345, 1655
22, 3319, 1681
23, 3343, 1657
24, 3318, 1682
25, 1670, 3330
26, 3326, 1674
27, 3319, 1681
28, 3336, 1664
29, 3345, 1655
30, 3328, 1672
31, 3327, 1673
32, 3558, 1442
33, 3343, 1657
34, 3370, 1630
35, 3343, 1657
36, 1665, 3335
37, 3332, 1668
38, 3331, 1669
39, 3330, 1670
40, 3347, 1653
41, 3339, 1661
42, 3347, 1653
43, 3309, 1691
44, 3304, 1696
45, 3314, 1686
46, 3327, 1673
47, 3336, 1664
48, 3322, 1678
49, 1666, 3334
50, 3547, 1453
51, 3309, 1691
52, 3329, 1671
53, 3354, 1646
54, 3320, 1680
55, 3350, 1650
56, 3328, 1672
57, 3352, 1648
58, 3348, 1652
59, 3330, 1670
60, 3341, 1659
61, 3360, 1640
62, 3344, 1656
63, 3358, 1642
64, 2095, 2905
65, 3347, 1653
66, 3362, 1638
67, 3348, 1652
68, 3309, 1691
69, 3308, 1692
70, 3325, 1675
71, 3354, 1646
72, 3550, 1450
73, 3337, 1663
74, 3339, 1661
75, 3351, 1649
76, 3329, 1671
77, 3298, 1702
78, 3308, 1692
79, 3301, 1699
80, 3324, 1676
81, 829, 4171
82, 3353, 1647
83, 3350, 1650
84, 3319, 1681
85, 3300, 1700
86, 3338, 1662
87, 3342, 1658
88, 3351, 1649
89, 3338, 1662
90, 3333, 1667
91, 3344, 1656
92, 3347, 1653
93, 3336, 1664
94, 3324, 1676
95, 3294, 1706
96, 3319, 1681
97, 3341, 1659
98, 3551, 1449
99, 3343, 1657
100, 1656, 3344
101, 3351, 1649
102, 3329, 1671
103, 3320, 1680
104, 3338, 1662
105, 3356, 1644
106, 3307, 1693
107, 3360, 1640
108, 3336, 1664
109, 3331, 1669
110, 3339, 1661
111, 3350, 1650
112, 3336, 1664
113, 3305, 1695
114, 3335, 1665
115, 3316, 1684
116, 3334, 1666
117, 3356, 1644
118, 3330, 1670
119, 3313, 1687
120, 3325, 1675
121, 1676, 3324
122, 3316, 1684
123, 3307, 1693
124, 3336, 1664
125, 3329, 1671
126, 3333, 1667
127, 3345, 1655
128, 3558, 1442
129, 3326, 1674
130, 3355, 1645
131, 3342, 1658
132, 3347, 1653
133, 3383, 1617
134, 3304, 1696
135, 3334, 1666
136, 3331, 1669
137, 3327, 1673
138, 3325, 1675
139, 3318, 1682
140, 3337, 1663
141, 3335, 1665
142, 3344, 1656
143, 3315, 1685
144, 1656, 3344
145, 3344, 1656
146, 3326, 1674
147, 3338, 1662
148, 3332, 1668
149, 3327, 1673
150, 3314, 1686
151, 3350, 1650
152, 3324, 1676
153, 3335, 1665
154, 3316, 1684
155, 3323, 1677
156, 3348, 1652
157, 3361, 1639
158, 3306, 1694
159, 3310, 1690
160, 3326, 1674
161, 3344, 1656
162, 3553, 1447
163, 3306, 1694
164, 3339, 1661
165, 3361, 1639
166, 3354, 1646
167, 3292, 1708
168, 3336, 1664
169, 1657, 3343
170, 3337, 1663
171, 3303, 1697
172, 3322, 1678
173, 3353, 1647
174, 3324, 1676
175, 3351, 1649
176, 3341, 1659
177, 3324, 1676
178, 3319, 1681
179, 3349, 1651
180, 3349, 1651
181, 3334, 1666
182, 3355, 1645
183, 3313, 1687
184, 3335, 1665
185, 3345, 1655
186, 3352, 1648
187, 3311, 1689
188, 3334, 1666
189, 3333, 1667
190, 3359, 1641
191, 3321, 1679
192, 3335, 1665
193, 3366, 1634
194, 3303, 1697
195, 3357, 1643
196, 1667, 3333
197, 3352, 1648
198, 3347, 1653
199, 3308, 1692
200, 3526, 1474
201, 3343, 1657
202, 3339, 1661
203, 3360, 1640
204, 3338, 1662
205, 3320, 1680
206, 3322, 1678
207, 3347, 1653
208, 3334, 1666
209, 3329, 1671
210, 3290, 1710
211, 3326, 1674
212, 3330, 1670
213, 3304, 1696
214, 3311, 1689
215, 3322, 1678
216, 3313, 1687
217, 3337, 1663
218, 3309, 1691
219, 3314, 1686
220, 3345, 1655
221, 3357, 1643
222, 3339, 1661
223, 3322, 1678
224, 3362, 1638
225, 1690, 3310
226, 3345, 1655
227, 3300, 1700
228, 3335, 1665
229, 3319, 1681
230, 3363, 1637
231, 3314, 1686
232, 3345, 1655
233, 3351, 1649
234, 3361, 1639
235, 3323, 1677
236, 3345, 1655
237, 3350, 1650
238, 3302, 1698
239, 3337, 1663
240, 3333, 1667
241, 3340, 1660
242, 3536, 1464
243, 3319, 1681
244, 3337, 1663
245, 3334, 1666
246, 3325, 1675
247, 3319, 1681
248, 3368, 1632
249, 3331, 1669
250, 3348, 1652
251, 3305, 1695
252, 3324, 1676
253, 3338, 1662
254, 3290, 1710
255, 3322, 1678
256, 220, 4780
257, 3331, 1669
258, 3343, 1657
259, 3332, 1668
260, 3346, 1654
261, 3332, 1668
262, 3358, 1642
263, 3327, 1673
264, 3304, 1696
265, 3347, 1653
266, 3339, 1661
267, 3374, 1626
268, 3344, 1656
269, 3324, 1676
270, 3296, 1704
271, 3325, 1675
272, 3348, 1652
273, 3334, 1666
274, 3323, 1677
275, 3352, 1648
276, 3316, 1684
277, 3346, 1654
278, 3315, 1685
279, 3314, 1686
280, 3315, 1685
281, 3322, 1678
282, 3342, 1658
283, 3293, 1707
284, 3339, 1661
285, 3320, 1680
286, 3336, 1664
287, 3331, 1669
288, 3555, 1445
289, 1651, 3349
290, 3335, 1665
291, 3337, 1663
292, 3338, 1662
293, 3345, 1655
294, 3301, 1699
295, 3321, 1679
296, 3349, 1651
297, 3363, 1637
298, 3355, 1645
299, 3329, 1671
300, 3325, 1675
301, 3351, 1649
302, 3306, 1694
303, 3351, 1649
304, 3313, 1687
305, 3324, 1676
306, 3348, 1652
307, 3324, 1676
308, 3325, 1675
309, 3301, 1699
310, 3359, 1641
311, 3325, 1675
312, 3327, 1673
313, 3341, 1659
314, 3316, 1684
315, 3354, 1646
316, 3333, 1667
317, 3336, 1664
318, 3317, 1683
319, 3301, 1699
320, 3334, 1666
321, 3329, 1671
322, 3299, 1701
323, 3314, 1686
324, 2103, 2897
325, 3322, 1678
326, 3342, 1658
327, 3322, 1678
328, 3344, 1656
329, 3328, 1672
330, 3318, 1682
331, 3342, 1658
332, 3325, 1675
333, 3337, 1663
334, 3360, 1640
335, 3329, 1671
336, 3343, 1657
337, 3345, 1655
338, 3545, 1455
339, 3322, 1678
340, 3343, 1657
341, 3319, 1681
342, 3308, 1692
343, 3337, 1663
344, 3331, 1669
345, 3340, 1660
346, 3334, 1666
347, 3341, 1659
348, 3329, 1671
349, 3347, 1653
350, 3315, 1685
351, 3328, 1672
352, 3324, 1676
353, 3330, 1670
354, 3310, 1690
355, 3324, 1676
356, 3329, 1671
357, 3351, 1649
358, 3308, 1692
359, 3331, 1669
360, 3336, 1664
361, 1664, 3336
362, 3314, 1686
363, 3328, 1672
364, 3346, 1654
365, 3315, 1685
366, 3335, 1665
367, 3329, 1671
368, 3346, 1654
369, 3340, 1660
370, 3297, 1703
